<TIMESTAMP>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1484446020,828.83,828.83,828.83,828.83,8.2883
1484446080,828.83,828.83,828.83,828.83,413.99962356
1484446140,828.83,828.83,828.83,828.83,248.649
1484446200,828.83,828.86,828.83,828.84,14985.809143
1484446260,828.84,828.84,828.84,828.84,9.9999546
1484446320,828.85,828.85,828.85,828.85,1455.637518
1484446380,828.85,828.85,828.85,828.85,19.950121114
1484446440,828.85,828.85,828.85,828.85,3805.1094454999998
1484446500,828.85,828.85,828.85,828.85,3805.1094454999998
1484446560,828.85,828.85,828.85,828.85,3805.1094454999998
1484446620,828.86,828.86,828.86,828.86,8426.1404896
1484446680,828.86,828.86,828.86,828.86,8426.1404896
1484446740,828.86,828.86,828.86,828.86,8426.1404896
1484446800,828.86,828.86,828.86,828.86,8426.1404896
1484446860,828.86,828.86,828.86,828.86,4591.0472514
1484446920,828.86,828.86,828.86,828.86,4591.0472514
1484446980,828.85,828.85,828.85,828.85,10.00007525
1484447040,828.85,828.85,828.85,828.85,10.00007525
1484447100,828.85,828.85,828.85,828.85,10.00007525
1484447160,828.86,828.86,828.86,828.86,116.11225387
1484447220,828.86,828.86,828.86,828.86,116.11225387
1484447280,828.86,828.86,828.86,828.86,80.377637559
1484447340,828.86,828.86,828.86,828.86,80.377637559
1484447400,828.86,828.86,828.86,828.86,8523.1425142
1484447460,828.86,828.86,828.86,828.86,8523.1425142
1484447520,828.85,828.85,825.25,825.25,7164.8903898
1484447580,828.85,828.85,825.25,825.25,7164.8903898
1484447640,828.85,828.85,825.25,825.25,7164.8903898
1484447700,826.76,826.76,826.76,826.76,24.937652824
1484447760,826.76,826.8,826.76,826.77,5363.7668874
1484447820,826.77,828.23,826.76,828.23,13958.138550999998
1484447880,826.81,826.81,826.81,826.81,10.00026695
1484447940,826.84,826.85,826.84,826.85,5229.214181
1484448000,826.84,826.85,826.84,826.85,5229.214181
1484448060,826.87,826.87,826.87,826.87,8.2687
1484448120,826.88,827.07,826.88,827.07,1275.2778492
1484448180,827.07,827.07,827.07,827.07,5160.2882268
1484448240,827.25,827.37,827.25,827.37,289.5776
1484448300,827.41,827.43,827.41,827.43,9626.907606899998
1484448360,827.41,827.43,827.41,827.43,9626.907606899998
1484448420,828.01,828.05,828.01,828.05,3845.873986
1484448480,828.01,828.05,828.01,828.05,3845.873986
1484448540,828.01,828.05,828.01,828.05,3845.873986
1484448600,828.06,828.06,828.06,828.06,1689.2424
1484448660,828.06,828.06,828.06,828.06,1689.2424
1484448720,828.05,828.05,828.05,828.05,207.0125
1484448780,828.05,828.05,828.05,828.05,207.0125
1484448840,828.05,828.05,828.05,828.05,207.0125
1484448900,828.05,828.05,828.05,828.05,207.0125
1484448960,828.06,828.06,828.05,828.05,76.395013868
1484449020,828.06,828.06,828.05,828.05,76.395013868
1484449080,828.06,828.06,828.05,828.05,76.395013868
1484449140,828.06,828.07,828.06,828.07,5126.160139500001
1484449200,828.06,828.07,828.06,828.07,5126.160139500001
1484449260,828.06,828.06,828.06,828.06,55.860347958
1484449320,828.06,828.06,828.06,828.06,55.860347958
1484449380,828.06,828.08,828.06,828.08,17064.005722
1484449440,828.06,828.08,828.06,828.08,17064.005722
1484449500,828.07,828.28,828.07,828.28,4088.0078093
1484449560,828.07,828.28,828.07,828.28,4088.0078093
1484449620,828.13,828.13,828.13,828.13,198.20301107
1484449680,828.13,828.13,828.13,828.13,198.20301107
1484449740,828.18,828.18,828.18,828.18,4012.1925462
1484449800,828.18,828.18,828.18,828.18,4012.1925462
1484449860,828.15,828.15,828.15,828.15,231.882
1484449920,828.15,828.15,828.15,828.15,231.882
1484449980,828.15,828.15,828.15,828.15,231.882
1484450040,828.15,828.15,828.13,828.13,993.7799858
1484450100,828.15,828.15,828.13,828.13,993.7799858
1484450160,828.15,828.15,828.15,828.15,18.683064
1484450220,828.16,828.16,828.15,828.15,4145.4082511999995
1484450280,828.16,828.16,828.15,828.15,4145.4082511999995
1484450340,828.17,828.18,828.17,828.18,10215.500519
1484450400,828.21,828.21,826.0,826.0,5050.6325767
1484450460,828.21,828.21,826.0,826.0,5050.6325767
1484450520,826.55,826.55,826.55,826.55,9.98059125
1484450580,826.55,826.55,826.55,826.55,9.98059125
1484450640,826.56,826.56,826.56,826.56,4132.8
1484450700,826.56,826.56,826.56,826.56,7.7905181088
1484450760,826.56,826.56,826.56,826.56,7.7905181088
1484450820,826.56,826.56,826.56,826.56,5.8423905792
1484450880,826.56,826.56,826.56,826.56,4020.5213625
1484450940,826.56,826.56,826.56,826.56,4020.5213625
1484451000,826.55,826.55,826.0,826.0,7093.6677408000005
1484451060,826.54,826.54,826.54,826.54,9.99948092
1484451120,826.54,826.54,826.54,826.54,9.99948092
1484451180,826.54,826.54,826.54,826.54,9.99948092
1484451240,826.55,826.55,826.55,826.55,3879.2471149999997
1484451300,826.56,826.56,826.56,826.56,165.312
1484451360,826.56,826.56,826.56,826.56,3982.9529376
1484451420,826.56,826.56,826.56,826.56,3982.9529376
1484451480,826.56,826.56,826.56,826.56,3982.9529376
1484451540,826.56,826.56,826.56,826.56,3982.9529376
1484451600,826.56,826.56,826.56,826.56,3982.9529376
1484451660,826.56,826.57,826.56,826.57,5854.9738305
1484451720,826.56,826.57,826.56,826.57,5854.9738305
1484451780,826.56,826.57,826.56,826.57,5854.9738305
1484451840,826.56,826.57,826.56,826.57,5854.9738305
1484451900,826.63,826.63,826.63,826.63,8060.750184199999
1484451960,826.63,827.98,826.63,827.95,40929.984162
1484452020,826.63,827.98,826.63,827.95,40929.984162
1484452080,826.63,827.98,826.63,827.95,40929.984162
1484452140,827.96,827.96,827.96,827.96,8.2796
1484452200,827.96,827.96,827.96,827.96,8.2796
1484452260,827.96,827.96,827.96,827.96,8.2796
1484452320,828.09,828.12,828.09,828.12,5687.127531
1484452380,828.26,828.41,828.26,828.41,280.8141921
1484452440,828.26,828.41,828.26,828.41,280.8141921
1484452500,828.26,828.41,828.26,828.41,280.8141921
1484452560,828.44,828.44,828.44,828.44,3937.2067802
1484452620,828.44,828.45,828.44,828.45,258.2985711
1484452680,828.44,829.69,828.44,829.69,3771.4246795000004
1484452740,828.44,829.69,828.44,829.69,3771.4246795000004
1484452800,829.52,829.52,829.52,829.52,5.4533640224
1484452860,829.52,829.52,829.52,829.52,37.015082000999996
1484452920,829.54,829.55,829.54,829.55,13227.475326
1484452980,829.54,829.55,829.54,829.55,13227.475326
1484453040,829.58,829.58,829.58,829.58,4082.7447868
1484453100,829.58,829.58,829.58,829.58,4082.7447868
1484453160,829.68,829.68,829.68,829.68,7409.0424
1484453220,829.7,829.7,829.7,829.7,9.37561
1484453280,829.74,829.74,829.74,829.74,420.26949986
1484453340,829.74,829.74,829.74,829.74,420.26949986
1484453400,829.74,829.74,829.74,829.74,420.26949986
1484453460,829.74,829.74,829.74,829.74,7.0872739944
1484453520,829.74,829.74,829.74,829.74,7.0872739944
1484453580,829.74,829.74,829.74,829.74,5083.8999539999995
1484453640,829.74,829.74,829.74,829.74,16.5948
1484453700,829.73,829.73,829.73,829.73,19.830829108
1484453760,829.74,829.74,829.74,829.74,19.950119207
1484453820,829.74,829.75,829.74,829.75,6188.350144100001
1484453880,829.74,829.75,829.74,829.75,6188.350144100001
1484453940,829.74,829.75,829.74,829.75,6188.350144100001
1484454000,829.75,829.75,829.75,829.75,3810.0377525
1484454060,829.75,829.75,829.75,829.75,3810.0377525
1484454120,829.75,829.75,829.75,829.75,3810.0377525
1484454180,829.75,829.75,829.75,829.75,3810.0377525
1484454240,829.75,829.75,829.75,829.75,3810.0377525
1484454300,829.75,829.75,829.75,829.75,3810.0377525
1484454360,829.75,829.75,829.75,829.75,3810.0377525
1484454420,829.75,829.75,829.75,829.75,4497.6017925
1484454480,829.75,829.75,829.75,829.75,4497.6017925
1484454540,829.74,829.74,829.74,829.74,10.00002648
1484454600,829.74,829.74,829.74,829.74,10.00002648
1484454660,829.74,829.74,829.74,829.74,10.00002648
1484454720,829.74,829.74,829.74,829.74,10.00002648
1484454780,829.75,829.75,829.75,829.75,171.27818154
1484454840,829.75,829.75,829.75,829.75,171.27818154
1484454900,829.74,829.75,829.74,829.75,271.93186734
1484454960,829.75,829.75,829.75,829.75,6384.110647199999
1484455020,829.75,829.75,829.75,829.75,6384.110647199999
1484455080,829.75,829.75,829.75,829.75,248.925
1484455140,829.75,829.75,829.75,829.75,7031.620762899999
1484455200,829.75,829.75,829.75,829.75,498.61707068
1484455260,829.75,829.75,829.75,829.75,249.59919677
1484455320,829.75,829.75,829.75,829.75,0.13647728
1484455380,829.75,829.76,829.74,829.76,10465.697613
1484455440,829.74,829.74,828.71,828.76,5876.2306142
1484455500,828.76,828.76,828.75,828.75,4736.52228
1484455560,828.76,828.76,828.75,828.76,19.398281815
1484455620,828.75,828.76,828.74,828.76,5718.9416975
1484455680,828.74,828.75,826.71,826.71,3444.6147100000003
1484455740,828.72,828.72,828.72,828.72,2.4488758872
1484455800,828.69,828.7,828.69,828.7,28.141602248
1484455860,828.7,828.7,828.7,828.7,9.288765708
1484455920,828.7,828.7,828.7,828.7,5.224928639
1484455980,828.7,828.7,828.7,828.7,4.591702395
1484456040,828.7,828.7,828.7,828.7,0.929867696
1484456100,828.7,828.7,828.7,828.7,0.817139635
1484456160,828.7,828.7,828.7,828.7,0.817139635
1484456220,828.7,828.7,828.7,828.7,0.258612409
1484456280,828.7,828.7,828.7,828.7,3921.3115996
1484456340,828.7,828.7,828.7,828.7,3921.3115996
1484456400,828.7,828.7,826.57,827.08,5178.0519621
1484456460,827.08,827.08,827.08,827.08,0.0126212408
1484456520,827.08,827.08,827.07,827.07,32.841667856
1484456580,827.08,827.08,827.07,827.07,32.841667856
1484456640,827.08,827.08,827.07,827.07,32.841667856
1484456700,827.08,827.08,827.07,827.07,32.841667856
1484456760,827.08,827.08,827.07,827.07,32.841667856
1484456820,827.08,827.08,827.07,827.07,32.841667856
1484456880,827.07,827.07,827.06,827.06,6928.730006999999
1484456940,827.06,827.06,827.06,827.06,8.2706
1484457000,827.06,827.06,827.06,827.06,8.2706
1484457060,827.07,827.07,827.07,827.07,586.24682583
1484457120,827.07,827.07,827.07,827.07,586.24682583
1484457180,827.07,827.07,827.07,827.07,586.24682583
1484457240,827.07,827.07,827.07,827.07,3771.3234101999997
1484457300,827.07,827.07,827.07,827.07,3771.3234101999997
1484457360,827.07,827.07,827.07,827.07,3771.3234101999997
1484457420,827.07,827.07,827.07,827.07,248.12099999999998
1484457480,827.07,827.07,827.0,827.0,8518.7184818
1484457540,827.05,827.07,827.05,827.06,5321.2254901999995
1484457600,827.07,827.07,827.07,827.07,186.0659379
1484457660,827.07,827.07,827.07,827.07,186.0659379
1484457720,827.07,827.07,827.07,827.07,186.0659379
1484457780,827.06,827.06,827.06,827.06,2415.0152
1484457840,827.06,827.06,827.06,827.06,2415.0152
1484457900,827.06,827.06,827.06,827.06,2415.0152
1484457960,827.06,827.06,827.06,827.06,2415.0152
1484458020,827.07,827.08,827.07,827.08,4555.1189147
1484458080,827.1,827.1,826.57,826.57,16543.010532
1484458140,826.64,826.64,826.6,826.6,19.072334064
1484458200,826.61,826.62,826.61,826.62,454.6385
1484458260,826.61,826.62,826.61,826.62,454.6385
1484458320,826.61,826.61,826.61,826.61,247.983
1484458380,826.61,826.61,826.61,826.61,247.983
1484458440,826.61,826.61,826.61,826.61,247.983
1484458500,826.61,826.61,826.61,826.61,247.983
1484458560,826.61,826.61,826.61,826.61,247.983
1484458620,826.6,826.6,826.57,826.59,8566.6758457
1484458680,826.58,826.6,826.58,826.59,3860.1844
1484458740,826.59,827.85,826.58,827.85,16620.973981
1484458800,826.59,827.85,826.58,827.85,16620.973981
1484458860,826.59,827.85,826.58,827.85,16620.973981
1484458920,826.59,827.85,826.58,827.85,16620.973981
1484458980,826.59,827.85,826.58,827.85,16620.973981
1484459040,827.62,827.62,827.62,827.62,936.75466581
1484459100,827.62,827.62,827.62,827.62,936.75466581
1484459160,827.62,827.62,827.62,827.62,6115.0027892
1484459220,827.62,827.62,827.62,827.62,6115.0027892
1484459280,827.62,827.62,827.62,827.62,6115.0027892
1484459340,827.62,827.62,827.62,827.62,6115.0027892
1484459400,827.62,827.62,827.62,827.62,6115.0027892
1484459460,827.62,827.62,827.62,827.62,6115.0027892
1484459520,827.62,827.62,827.62,827.62,0.042316210599999994
1484459580,827.62,827.62,827.62,827.62,0.042316210599999994
1484459640,827.62,827.62,827.62,827.62,0.042316210599999994
1484459700,827.62,827.62,827.62,827.62,0.042316210599999994
1484459760,827.61,827.61,827.61,827.61,1034.5125
1484459820,827.61,827.61,827.0,827.0,2646.7512177
1484459880,827.61,827.61,827.0,827.0,2646.7512177
1484459940,827.61,827.61,827.0,827.0,2646.7512177
1484460000,827.01,827.01,827.0,827.0,2414.5459108000005
1484460060,827.0,827.0,827.0,827.0,597.75177926
1484460120,827.0,827.0,827.0,827.0,597.75177926
1484460180,827.0,827.0,827.0,827.0,597.75177926
1484460240,827.0,827.0,827.0,827.0,3387.6556393
1484460300,826.99,826.99,826.99,826.99,413.495
1484460360,826.99,826.99,826.99,826.99,859.13154524
1484460420,826.99,826.99,826.99,826.99,859.13154524
1484460480,826.98,826.98,826.98,826.98,228.30095317
1484460540,826.98,826.98,826.98,826.98,228.30095317
1484460600,826.98,826.98,826.98,826.98,228.30095317
1484460660,826.99,826.99,826.99,826.99,4841.1829202
1484460720,826.98,826.98,826.98,826.98,410.40983856
1484460780,826.96,826.96,826.57,826.57,6928.0492214000005
1484460840,826.94,826.94,826.94,826.94,767.8055206
1484460900,826.94,826.94,826.94,826.94,767.8055206
1484460960,826.54,826.54,826.22,826.22,2150.9104681999997
1484461020,826.16,826.16,825.0,825.52,6739.990746699999
1484461080,826.16,826.16,825.0,825.52,6739.990746699999
1484461140,825.52,825.52,825.52,825.52,1651.04
1484461200,825.51,825.51,825.51,825.51,1651.02
1484461260,825.51,825.51,825.51,825.51,1138.1388920999998
1484461320,825.51,825.51,825.51,825.51,1138.1388920999998
1484461380,825.51,825.51,825.51,825.51,42.926520000000004
1484461440,825.51,825.51,825.51,825.51,42.926520000000004
1484461500,825.51,825.51,825.51,825.51,17.33571
1484461560,825.51,825.51,825.51,825.51,17.33571
1484461620,825.5,825.54,825.5,825.54,5473.805829
1484461680,825.48,825.48,825.48,825.48,10.009275192
1484461740,825.48,825.48,825.48,825.48,10.009275192
1484461800,825.4,825.41,825.4,825.41,505.2448956
1484461860,825.41,825.41,825.41,825.41,247.623
1484461920,825.41,825.41,825.41,825.41,7439.172707
1484461980,825.41,825.41,825.41,825.41,7439.172707
1484462040,825.41,825.41,825.41,825.41,7439.172707
1484462100,825.41,825.41,825.41,825.41,7439.172707
1484462160,825.41,825.41,825.41,825.41,7439.172707
1484462220,825.41,825.41,825.41,825.41,7439.172707
1484462280,825.41,825.41,825.41,825.41,7439.172707
1484462340,825.41,825.41,825.41,825.41,7439.172707
1484462400,825.41,825.41,825.41,825.41,7439.172707
1484462460,825.41,825.41,825.41,825.41,7439.172707
1484462520,825.41,825.41,825.41,825.41,7439.172707
1484462580,825.42,825.42,825.42,825.42,247.62599999999998
1484462640,825.42,825.42,825.42,825.42,82.542
1484462700,825.42,825.42,825.42,825.42,2864.2620675999997
1484462760,825.42,825.42,825.42,825.42,9029.9792412
1484462820,825.42,825.42,825.42,825.42,9029.9792412
1484462880,825.44,825.45,825.44,825.45,4088.387614
1484462940,825.44,825.45,825.44,825.45,4088.387614
1484463000,825.44,825.45,825.44,825.45,4088.387614
1484463060,825.44,825.45,825.44,825.45,4088.387614
1484463120,825.44,825.45,825.44,825.45,4088.387614
1484463180,825.44,825.45,825.44,825.45,4088.387614
1484463240,825.44,825.45,825.44,825.45,4088.387614
1484463300,825.44,825.45,825.44,825.45,4088.387614
1484463360,825.46,825.47,824.45,825.47,5298.0889005
1484463420,825.46,825.47,824.45,825.47,5298.0889005
1484463480,825.46,825.47,824.45,825.47,5298.0889005
1484463540,825.47,825.47,825.47,825.47,135.37708
1484463600,825.47,825.47,825.47,825.47,247.641
1484463660,825.47,825.47,825.47,825.47,272.4051
1484463720,825.47,825.47,825.47,825.47,272.4051
1484463780,825.47,825.47,825.47,825.47,272.4051
1484463840,825.46,825.46,824.0,824.0,12371.092247
1484463900,825.46,825.46,824.0,824.0,12371.092247
1484463960,825.46,825.46,824.0,824.0,12371.092247
1484464020,825.43,825.44,825.43,825.44,247.63022512
1484464080,825.44,825.45,825.44,825.45,5350.9352331
1484464140,825.44,825.45,825.44,825.45,5350.9352331
1484464200,825.42,825.43,825.42,825.43,17.386414242
1484464260,825.42,825.43,825.42,825.43,17.386414242
1484464320,825.42,825.43,825.42,825.43,17.386414242
1484464380,825.42,825.43,825.42,825.43,17.386414242
1484464440,825.42,825.43,825.42,825.43,17.386414242
1484464500,825.42,825.43,825.42,825.43,17.386414242
1484464560,825.45,825.48,825.45,825.48,4015.2331185999997
1484464620,825.49,825.52,825.49,825.52,113.27932739
1484464680,825.49,825.52,825.49,825.52,113.27932739
1484464740,825.49,825.52,825.49,825.52,113.27932739
1484464800,825.49,825.52,825.49,825.52,113.27932739
1484464860,825.49,825.52,825.49,825.52,113.27932739
1484464920,825.49,825.52,825.49,825.52,113.27932739
1484464980,825.49,825.52,825.49,825.52,113.27932739
1484465040,825.44,825.49,825.44,825.49,4778.660339399999
1484465100,825.44,825.49,825.44,825.49,4778.660339399999
1484465160,825.44,825.49,825.44,825.49,4778.660339399999
1484465220,825.44,825.49,825.44,825.49,4778.660339399999
1484465280,825.44,825.49,825.44,825.49,4778.660339399999
1484465340,825.44,825.49,825.44,825.49,4778.660339399999
1484465400,825.44,825.49,825.44,825.49,4778.660339399999
1484465460,825.48,825.51,825.47,825.47,5721.1124686
1484465520,825.48,825.51,825.47,825.47,5721.1124686
1484465580,825.48,825.51,825.47,825.47,5721.1124686
1484465640,825.48,825.51,825.47,825.47,5721.1124686
1484465700,825.15,825.15,825.15,825.15,50.746725
1484465760,825.15,825.15,825.15,825.15,24.7545
1484465820,825.15,825.15,825.14,825.14,1564.7442640000002
1484465880,825.11,825.11,825.11,825.11,11.716562
1484465940,825.11,825.11,825.11,825.11,11.716562
1484466000,825.11,825.11,825.11,825.11,11.716562
1484466060,825.08,825.08,825.08,825.08,9.7366288164
1484466120,825.09,825.09,825.09,825.09,8.2509
1484466180,825.01,825.01,825.01,825.01,8.2501
1484466240,825.1,825.17,825.01,825.01,3906.9811520000003
1484466300,824.6,824.6,824.35,824.35,107.18008247
1484466360,824.18,824.18,824.17,824.17,24.7252
1484466420,824.17,824.17,824.0,824.0,164.80292654
1484466480,824.0,824.0,824.0,824.0,8.24
1484466540,824.0,824.0,824.0,824.0,8.24
1484466600,824.02,824.05,824.02,824.05,10808.97592
1484466660,824.02,824.05,824.02,824.05,10808.97592
1484466720,824.02,824.05,824.02,824.05,10808.97592
1484466780,824.02,824.05,824.02,824.05,10808.97592
1484466840,824.02,824.05,824.02,824.05,10808.97592
1484466900,824.02,824.05,824.02,824.05,10808.97592
1484466960,824.02,824.05,824.02,824.05,10808.97592
1484467020,824.02,824.05,824.02,824.05,10808.97592
1484467080,824.02,824.05,824.02,824.05,10808.97592
1484467140,824.02,824.05,824.02,824.05,10808.97592
1484467200,824.02,824.05,824.02,824.05,10808.97592
1484467260,824.09,824.09,824.09,824.09,3785.0453700000003
1484467320,824.09,824.09,824.09,824.09,3785.0453700000003
1484467380,824.09,824.09,824.09,824.09,8.2409
1484467440,824.09,824.09,824.09,824.09,8.2409
1484467500,824.09,824.09,824.09,824.09,8.2409
1484467560,824.09,824.09,824.09,824.09,12.472849377000001
1484467620,824.09,824.09,824.09,824.09,12.472849377000001
1484467680,824.09,824.09,824.09,824.09,12.472849377000001
1484467740,824.09,824.09,824.09,824.09,12.472849377000001
1484467800,824.09,824.09,824.09,824.09,5898.8114973
1484467860,824.09,824.09,824.09,824.09,5898.8114973
1484467920,824.09,824.09,824.09,824.09,5898.8114973
1484467980,824.09,824.09,824.09,824.09,5898.8114973
1484468040,824.09,824.09,824.09,824.09,5898.8114973
1484468100,824.08,824.08,824.08,824.08,16.4816
1484468160,824.03,824.03,824.03,824.03,1145.4017
1484468220,824.03,824.03,824.03,824.03,1145.4017
1484468280,824.03,824.03,824.03,824.03,0.9875257923
1484468340,824.03,824.03,824.03,824.03,0.9875257923
1484468400,824.03,824.03,824.03,824.03,0.9875257923
1484468460,824.02,824.03,824.02,824.03,3821.2288759999997
1484468520,824.03,824.03,824.03,824.03,379.05879362
1484468580,824.09,824.09,824.09,824.09,1112.5215
1484468640,824.09,824.09,824.09,824.09,1112.5215
1484468700,824.09,824.09,824.09,824.09,1112.5215
1484468760,824.11,824.11,824.11,824.11,41.2055
1484468820,824.11,824.11,824.11,824.11,41.2055
1484468880,824.11,824.11,824.11,824.11,41.2055
1484468940,824.11,824.11,824.11,824.11,49.4466
1484469000,824.11,824.11,824.11,824.11,76.132987708
1484469060,824.11,824.11,824.11,824.11,76.132987708
1484469120,824.11,824.11,824.11,824.11,76.132987708
1484469180,824.11,824.11,824.11,824.11,76.132987708
1484469240,824.11,824.11,824.11,824.11,76.132987708
1484469300,824.1,824.11,824.1,824.11,26.482653499999998
1484469360,824.1,824.11,824.1,824.11,26.482653499999998
1484469420,824.1,824.11,824.1,824.11,26.482653499999998
1484469480,824.1,824.11,824.1,824.11,26.482653499999998
1484469540,824.11,824.14,824.11,824.14,11063.137111
1484469600,824.15,824.17,824.0,824.17,4267.3526401
1484469660,824.15,824.18,824.15,824.18,26.40224525
1484469720,824.19,824.21,824.19,824.21,18.4205803
1484469780,824.19,824.21,824.19,824.21,18.4205803
1484469840,824.19,824.21,824.19,824.21,18.4205803
1484469900,824.24,824.24,824.23,824.23,738.18391096
1484469960,824.25,824.26,824.25,824.26,5378.597002
1484470020,824.27,824.27,824.26,824.26,575.37107952
1484470080,824.27,824.27,824.26,824.26,575.37107952
1484470140,824.27,824.27,824.26,824.26,575.37107952
1484470200,824.25,824.25,824.25,824.25,10.00062525
1484470260,824.25,824.25,824.25,824.25,10.00062525
1484470320,824.25,824.25,824.25,824.25,10.00062525
1484470380,824.25,824.25,824.25,824.25,10.00062525
1484470440,824.25,824.25,824.25,824.25,10.00062525
1484470500,824.25,824.25,824.25,824.25,10.00062525
1484470560,824.25,824.25,824.25,824.25,10.00062525
1484470620,824.25,824.25,824.25,824.25,10.00062525
1484470680,824.25,824.25,824.25,824.25,10.00062525
1484470740,824.25,824.25,824.25,824.25,10.00062525
1484470800,824.02,824.02,824.02,824.02,30.488740000000004
1484470860,824.02,824.02,824.02,824.02,30.488740000000004
1484470920,824.02,824.02,824.02,824.02,30.488740000000004
1484470980,824.02,824.02,824.02,824.02,30.488740000000004
1484471040,824.02,824.02,824.02,824.02,30.488740000000004
1484471100,824.03,824.04,824.03,824.04,3801.1336803000004
1484471160,824.03,824.04,824.03,824.04,3801.1336803000004
1484471220,824.03,824.04,824.03,824.04,3801.1336803000004
1484471280,824.32,824.33,824.32,824.33,30.50011
1484471340,824.32,824.33,824.32,824.33,30.50011
1484471400,824.33,824.33,824.32,824.32,3950.9064270999997
1484471460,824.32,824.32,824.32,824.32,5460.9716224
1484471520,824.38,824.41,824.38,824.41,159.12159861
1484471580,824.38,824.38,824.38,824.38,10.003851300000001
1484471640,824.38,824.38,824.38,824.38,10.003851300000001
1484471700,824.37,824.37,824.37,824.37,703.022736
1484471760,824.39,824.41,824.39,824.41,36.800143344
1484471820,824.39,824.41,824.39,824.41,36.800143344
1484471880,824.39,824.41,824.39,824.41,36.800143344
1484471940,824.39,824.41,824.39,824.41,36.800143344
1484472000,824.39,824.41,824.39,824.41,36.800143344
1484472060,824.39,824.41,824.39,824.41,36.800143344
1484472120,824.44,824.45,824.44,824.45,16.4889
1484472180,824.44,824.45,824.44,824.45,16.4889
1484472240,824.44,824.45,824.44,824.45,16.4889
1484472300,824.44,824.45,824.44,824.45,16.4889
1484472360,824.44,824.45,824.44,824.45,16.4889
1484472420,824.44,824.45,824.44,824.45,16.4889
1484472480,824.44,824.45,824.44,824.45,16.4889
1484472540,824.44,824.45,824.44,824.45,16.4889
1484472600,824.43,824.43,824.43,824.43,247.329
1484472660,824.42,824.42,824.42,824.42,19.78608
1484472720,824.43,824.43,824.43,824.43,0.0239332029
1484472780,824.43,824.43,824.43,824.43,19.663455197
1484472840,824.43,824.48,824.43,824.48,4915.129106
1484472900,824.48,824.48,824.48,824.48,149.18141119999999
1484472960,824.49,824.49,824.49,824.49,4944.0557196
1484473020,824.49,824.49,824.49,824.49,916.91350688
1484473080,824.49,824.49,824.49,824.49,916.91350688
1484473140,824.49,824.49,824.49,824.49,916.91350688
1484473200,824.49,824.49,824.49,824.49,916.91350688
1484473260,824.49,824.49,824.49,824.49,916.91350688
1484473320,824.49,824.49,824.49,824.49,916.91350688
1484473380,824.49,824.49,824.48,824.49,55.572391905
1484473440,824.49,824.49,824.49,824.49,832.7349
1484473500,824.49,824.49,824.49,824.49,1978.776
1484473560,824.49,824.52,824.49,824.52,4355.1652648
1484473620,824.52,824.52,824.52,824.52,8.2452
1484473680,824.52,824.52,824.52,824.52,8.2452
1484473740,824.52,824.52,824.52,824.52,8.2452
1484473800,824.53,824.53,824.53,824.53,374.0645251
1484473860,824.53,824.53,824.53,824.53,374.0645251
1484473920,824.54,824.54,824.54,824.54,32.9816
1484473980,824.54,824.54,824.54,824.54,8245.4
1484474040,824.55,824.57,824.55,824.57,8245.592908
1484474100,824.55,824.57,824.55,824.57,8245.592908
1484474160,824.58,824.96,824.58,824.96,4811.183468
1484474220,825.13,825.18,825.13,825.18,8251.50016
1484474280,825.16,825.16,825.09,825.09,50.895156331
1484474340,825.16,825.16,825.09,825.09,50.895156331
1484474400,825.1,825.2,825.1,825.2,105.24895572
1484474460,825.26,825.62,825.26,825.62,3419.5330492
1484474520,825.26,825.62,825.26,825.62,3419.5330492
1484474580,825.64,825.78,825.64,825.78,33.0294
1484474640,825.64,825.78,825.64,825.78,33.0294
1484474700,825.64,825.78,825.64,825.78,33.0294
1484474760,825.78,825.78,825.78,825.78,26.398493751
1484474820,825.78,825.93,825.78,825.93,4377.131973
1484474880,825.93,826.0,825.93,826.0,8529.5472752
1484474940,826.02,826.02,826.02,826.02,4121.013779999999
1484475000,826.02,826.02,826.02,826.02,4121.013779999999
1484475060,826.03,826.03,826.03,826.03,41.458255713
1484475120,826.03,826.03,826.02,826.02,37.948143156
1484475180,826.03,826.03,826.03,826.03,42.483086353000004
1484475240,826.03,826.03,826.03,826.03,42.483086353000004
1484475300,826.03,826.03,826.03,826.03,4191.9205234
1484475360,826.03,826.03,826.03,826.03,603.0019
1484475420,826.03,826.03,826.03,826.03,603.0019
1484475480,826.03,826.03,826.03,826.03,603.0019
1484475540,826.03,826.03,825.18,825.18,47105.646705
1484475600,825.87,825.87,825.87,825.87,16.5174
1484475660,825.77,826.02,825.18,825.78,8490.2242571
1484475720,825.78,825.78,825.77,825.77,769.99567084
1484475780,825.77,825.77,825.77,825.77,473.4717449
1484475840,825.77,825.8,825.77,825.8,206.4492
1484475900,825.8,825.8,825.8,825.8,743.22
1484475960,825.8,825.8,825.8,825.8,495.48
1484476020,825.89,825.89,825.89,825.89,8.2589
1484476080,826.01,826.01,826.01,826.01,9.975061962
1484476140,826.02,826.03,826.02,826.02,156.80585236
1484476200,826.02,826.03,826.02,826.02,156.80585236
1484476260,826.03,826.03,826.03,826.03,93.765581186
1484476320,826.03,826.03,826.03,826.03,93.765581186
1484476380,826.03,826.03,826.03,826.03,93.765581186
1484476440,826.03,826.03,826.03,826.03,57.978855713
1484476500,826.03,826.03,826.03,826.03,9.975055677
